,una,era,iba,iva,asi,uno,ano,ola,eso,oro,ese,ora,esa,ago,asu,ala,ase,iso,ahi,uso,ido,ise,are,yse,ubo,oye,ule,ace,alo,ana,oli,ysu,aca,eta,ami,ama,ira,yba,ata,amo,aro,eco,ayi,unu,ali,ife,ele,axi,oja,ojo,ela,yso,ygo,abi,ero,eha,ura,ovo,ale,ena,eya,eje,ave,usa,ayu,oya,oyo,eba,yha,ati,ina,aya,ere,Total
cuentos_4,0.025,0.005,0.0,0.0,0.002857142857142857,0.002142857142857143,0.0014285714285714286,0.0,0.0007142857142857143,0.0007142857142857143,0.002857142857142857,0.0,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047142857142857146
cuentos_5,0.017857142857142856,0.0007142857142857143,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023571428571428573
cuentos_6,0.017142857142857144,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0007142857142857143,0.0014285714285714286,0.0,0.0007142857142857143,0.0007142857142857143,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025714285714285714
cuentos_7,0.012857142857142857,0.0014285714285714286,0.0007142857142857143,0.0,0.0,0.0014285714285714286,0.0,0.002142857142857143,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
excale_1,0.011428571428571429,0.002142857142857143,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.02
excale_2,0.047857142857142855,0.008571428571428572,0.005,0.004285714285714286,0.002857142857142857,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0007142857142857143,0.0007142857142857143,0.0,0.0,0.0,0.0,0.002142857142857143,0.0014285714285714286,0.0,0.002142857142857143,0.0007142857142857143,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.08142857142857143
excale_3,0.04642857142857143,0.009285714285714286,0.0035714285714285713,0.0035714285714285713,0.002857142857142857,0.0,0.0,0.0,0.0035714285714285713,0.0,0.002857142857142857,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0007142857142857143,0.0,0.0,0.0014285714285714286,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08071428571428571
excale_4,0.07928571428571428,0.012142857142857143,0.017857142857142856,0.011428571428571429,0.002142857142857143,0.0,0.0,0.0,0.002142857142857143,0.0,0.005,0.0,0.0,0.0,0.005714285714285714,0.0014285714285714286,0.0,0.0007142857142857143,0.0014285714285714286,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
excale_5,0.02142857142857143,0.004285714285714286,0.002857142857142857,0.008571428571428572,0.002142857142857143,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.04428571428571428
excale_6,0.02857142857142857,0.0014285714285714286,0.0035714285714285713,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0014285714285714286,0.005,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.05071428571428571
excale_7,0.022857142857142857,0.0064285714285714285,0.005,0.002857142857142857,0.002142857142857143,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.002857142857142857,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.002142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007142857142857143,0.0,0.0007142857142857143,0.0,0.0,0.0,0.055714285714285716
Total,0.5342857142857143,0.05857142857142857,0.041428571428571426,0.035,0.029285714285714286,0.02642857142857143,0.02642857142857143,0.025,0.020714285714285713,0.020714285714285713,0.019285714285714285,0.015,0.012857142857142857,0.012857142857142857,0.012142857142857143,0.011428571428571429,0.010714285714285714,0.007857142857142858,0.007142857142857143,0.005714285714285714,0.005,0.004285714285714286,0.0035714285714285713,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.002142857142857143,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,0.0007142857142857143,1.0
