,esta,asta,otro,otra,echa,alto,este,ocho,ella,algo,alma,echo,esto,alli,alla,also,irma,arte,olga,arco,alta,irse,onde,ante,isla,obra,ello,aldo,inda,enla,once,abre,elba,erma,unde,armo,icno,atra,etro,uste,esca,alco,onse,atre,estu,atro,yrmo,imno,ipno,escu,agro,ende,onbe,irme,anda,alba,ocre,arde,arpa,ando,indo,esba,espe,abri,avri,ablo,aste,ollo,alsa,ofre,esco,exla,invi,Total
cuentos_4,0.005747126436781609,0.0,0.017241379310344827,0.017241379310344827,0.0,0.011494252873563218,0.028735632183908046,0.0,0.028735632183908046,0.0,0.022988505747126436,0.0,0.011494252873563218,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.005747126436781609,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483
cuentos_5,0.05172413793103448,0.0,0.011494252873563218,0.0,0.0,0.005747126436781609,0.04597701149425287,0.0,0.005747126436781609,0.022988505747126436,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.005747126436781609,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839080459770115
cuentos_6,0.011494252873563218,0.0,0.0,0.0,0.0,0.005747126436781609,0.011494252873563218,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.005747126436781609,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08620689655172414
cuentos_7,0.05172413793103448,0.0,0.022988505747126436,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12643678160919541
excale_1,0.009950248756218905,0.004975124378109453,0.004975124378109453,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03980099502487562
excale_2,0.03980099502487562,0.06467661691542288,0.004975124378109453,0.0,0.0,0.03482587064676617,0.009950248756218905,0.0,0.004975124378109453,0.009950248756218905,0.0,0.0,0.004975124378109453,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.004975124378109453,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20398009950248755
excale_3,0.03482587064676617,0.07960199004975124,0.0,0.009950248756218905,0.0,0.014925373134328358,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.004975124378109453,0.009950248756218905,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.0,0.1890547263681592
excale_4,0.03482587064676617,0.06965174129353234,0.01990049751243781,0.004975124378109453,0.0,0.05970149253731343,0.01990049751243781,0.0,0.0,0.014925373134328358,0.0,0.004975124378109453,0.0,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24875621890547264
excale_5,0.009950248756218905,0.07462686567164178,0.0,0.009950248756218905,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12935323383084577
excale_6,0.014925373134328358,0.04477611940298507,0.004975124378109453,0.009950248756218905,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0945273631840796
excale_7,0.0,0.029850746268656716,0.004975124378109453,0.0,0.0,0.014925373134328358,0.009950248756218905,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.009950248756218905,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0945273631840796
Total,0.8684165379996568,0.4016957893459531,0.1916793241529945,0.17016368954219654,0.10975609756097562,0.18373648996397324,0.1753841180974857,0.05992430613961312,0.09153245546866173,0.07540619024306558,0.052775441547518925,0.03434049265865793,0.0447834419157367,0.044433007376908557,0.04019065731058751,0.02487562189054726,0.01524390243902439,0.028735632183908046,0.01524390243902439,0.02564762394921942,0.020290159798149705,0.01874615568080539,0.012195121951219513,0.022988505747126436,0.02067249957110997,0.017241379310344827,0.017241379310344827,0.014925373134328358,0.006097560975609756,0.008023904865914332,0.006097560975609756,0.011494252873563218,0.006097560975609756,0.006097560975609756,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.004975124378109453,0.003048780487804878,0.003048780487804878,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.003048780487804878,0.003048780487804878,0.003048780487804878,0.003048780487804878,2.9999999999999996
