,anos,unas,unos,aser,azul,ojos,asen,amar,amor,eran,eres,alas,ayon,acer,onos,esas,ines,aber,avel,uvas,ivan,omar,edad,oras,ojas,iris,iban,esos,aros,aves,anas,abel,eber,adis,azer,erus,aris,adan,asel,eliv,amig,ojan,ogal,etes,esel,izel,ever,ases,etor,enol,acos,asus,aver,yvan,otos,yban,olor,azar,atan,afin,onon,Total
cuentos_4,0.0,0.0,0.007067137809187279,0.0,0.0,0.00530035335689046,0.0,0.0,0.007067137809187279,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026501766784452298
cuentos_5,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0088339222614841
cuentos_6,0.00530035335689046,0.0017667844522968198,0.0017667844522968198,0.0,0.0017667844522968198,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0035335689045936395,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.022968197879858657
cuentos_7,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.007067137809187279
excale_1,0.0,0.00530035335689046,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007067137809187279
excale_2,0.0,0.0176678445229682,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026501766784452298
excale_3,0.0,0.012367491166077738,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038869257950530034
excale_4,0.0,0.015901060070671377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028268551236749116
excale_5,0.0,0.014134275618374558,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02120141342756184
excale_6,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0088339222614841
excale_7,0.0,0.007067137809187279,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.024734982332155476
Total,0.4363957597173145,0.08833922261484099,0.0812720848056537,0.03356890459363958,0.03356890459363958,0.03356890459363958,0.0176678445229682,0.0176678445229682,0.0176678445229682,0.015901060070671377,0.015901060070671377,0.014134275618374558,0.012367491166077738,0.01060070671378092,0.01060070671378092,0.0088339222614841,0.0088339222614841,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.007067137809187279,0.00530035335689046,0.00530035335689046,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,1.0
