,porque,recreo,parque,sintio,volvio,garcia,lengua,regreo,cambio,corrio,bolbio,garsia,basque,sergio,podria,bosque,perdio,sentia,vasque,tambie,habrio,bidrio,sonrio,durmio,silvia,rompio,cubrio,serjio,leslie,habria,marcia,limpio,mengua,vidrio,cintio,volvia,tanbie,limpia,hostia,recleo,linpia,necreo,barrio,vozque,salgoo,vendia,vecveo,regrea,reqreo,gorsio,canbio,bosqua,nulloa,muchio,monroy,sestoi,sandia,gorcia,mintio,silbia,corria,vendio,fingio,dormia,bolvio,sonria,sonrie,porfia,turqui,volteo,purque,voltea,corroe,sertao,labrio,tercio,bestia,correo,nutria,convio,Total
cuentos_4,0.005758157389635317,0.0,0.0019193857965451055,0.0,0.003838771593090211,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.019193857965451054
cuentos_5,0.005758157389635317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007677543186180422,0.0,0.0,0.0,0.0,0.0,0.005758157389635317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.02111324376199616
cuentos_6,0.007677543186180422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.01727447216890595
cuentos_7,0.0,0.0,0.0,0.0,0.0,0.0,0.013435700575815739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003838771593090211,0.003838771593090211,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.030710172744721688
excale_1,0.005758157389635317,0.0,0.005758157389635317,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013435700575815739
excale_2,0.023032629558541268,0.0,0.007677543186180422,0.007677543186180422,0.003838771593090211,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05758157389635317
excale_3,0.015355086372360844,0.0,0.005758157389635317,0.013435700575815739,0.011516314779270634,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671785028790787
excale_4,0.05566218809980806,0.0,0.013435700575815739,0.003838771593090211,0.005758157389635317,0.0,0.0,0.0,0.0,0.0019193857965451055,0.005758157389635317,0.0,0.0,0.0,0.0,0.0,0.003838771593090211,0.003838771593090211,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017274472168906
excale_5,0.02111324376199616,0.0,0.0019193857965451055,0.007677543186180422,0.007677543186180422,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.003838771593090211,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.003838771593090211,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05950095969289827
excale_6,0.007677543186180422,0.0,0.005758157389635317,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.005758157389635317,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0019193857965451055,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028790786948176585
excale_7,0.007677543186180422,0.0,0.0,0.003838771593090211,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01727447216890595
Total,0.2840690978886756,0.22648752399232247,0.046065259117082535,0.03838771593090211,0.036468330134357005,0.026871401151631478,0.01727447216890595,0.015355086372360844,0.015355086372360844,0.015355086372360844,0.013435700575815739,0.013435700575815739,0.013435700575815739,0.013435700575815739,0.011516314779270634,0.011516314779270634,0.009596928982725527,0.009596928982725527,0.007677543186180422,0.007677543186180422,0.007677543186180422,0.005758157389635317,0.005758157389635317,0.005758157389635317,0.005758157389635317,0.005758157389635317,0.005758157389635317,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.003838771593090211,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,0.0019193857965451055,1.0
