,es,en,el,un,al,ar,em,er,in,an,as,or,ir,ex,im,os,ul,am,ac,oc,on,is,ol,it,ad,ab,ob,ed,us,ig,ah,ec,at,yr,et,om,eh,ez,av,ur,ot,ys,aq,ip,ic,yt,ej,ov,yv,oh,op,iz,ap,Total
cuentos_4,0.032342657342657344,0.02666083916083916,0.031031468531468532,0.01486013986013986,0.017482517482517484,0.0008741258741258741,0.0008741258741258741,0.0013111888111888112,0.010052447552447552,0.0034965034965034965,0.0013111888111888112,0.0013111888111888112,0.0013111888111888112,0.0021853146853146855,0.0026223776223776225,0.0008741258741258741,0.0008741258741258741,0.00043706293706293706,0.0013111888111888112,0.0,0.0,0.0,0.0,0.0,0.0008741258741258741,0.0013111888111888112,0.0017482517482517483,0.0,0.0,0.0,0.0,0.0,0.00043706293706293706,0.0,0.0,0.0,0.0,0.0,0.0,0.00043706293706293706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043706293706293706,0.0,0.15646853146853146
cuentos_5,0.03365384615384615,0.044580419580419584,0.027972027972027972,0.01048951048951049,0.011363636363636364,0.003933566433566434,0.0021853146853146855,0.0,0.010052447552447552,0.004807692307692308,0.0008741258741258741,0.003933566433566434,0.0,0.005681818181818182,0.0034965034965034965,0.0013111888111888112,0.0021853146853146855,0.0008741258741258741,0.0017482517482517483,0.0026223776223776225,0.00043706293706293706,0.0,0.0,0.0,0.00043706293706293706,0.0008741258741258741,0.0013111888111888112,0.00043706293706293706,0.0,0.00043706293706293706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1756993006993007
cuentos_6,0.026223776223776224,0.039335664335664336,0.02666083916083916,0.012237762237762238,0.013111888111888112,0.004370629370629371,0.0017482517482517483,0.0,0.012674825174825174,0.004370629370629371,0.0013111888111888112,0.0017482517482517483,0.0,0.0013111888111888112,0.0034965034965034965,0.0,0.0013111888111888112,0.0008741258741258741,0.00043706293706293706,0.0,0.0,0.0008741258741258741,0.0,0.0,0.00043706293706293706,0.00043706293706293706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043706293706293706,0.00043706293706293706,0.0,0.0,0.15384615384615385
cuentos_7,0.019667832167832168,0.02403846153846154,0.030157342657342656,0.013111888111888112,0.0118006993006993,0.0034965034965034965,0.0013111888111888112,0.0,0.009178321678321678,0.0021853146853146855,0.0013111888111888112,0.0013111888111888112,0.0,0.0008741258741258741,0.0008741258741258741,0.0008741258741258741,0.00043706293706293706,0.00043706293706293706,0.0,0.0,0.0,0.00043706293706293706,0.00043706293706293706,0.0,0.00043706293706293706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12237762237762238
excale_1,0.004984423676012461,0.009345794392523364,0.014018691588785047,0.010903426791277258,0.003738317757009346,0.001557632398753894,0.001557632398753894,0.00031152647975077883,0.00031152647975077883,0.0006230529595015577,0.00031152647975077883,0.0,0.0009345794392523365,0.0,0.0,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048909657320872275
excale_2,0.024299065420560748,0.02118380062305296,0.051713395638629284,0.032398753894081,0.012461059190031152,0.004984423676012461,0.009657320872274144,0.00031152647975077883,0.00031152647975077883,0.0009345794392523365,0.004361370716510903,0.0,0.0024922118380062306,0.0,0.00031152647975077883,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.00031152647975077883,0.00031152647975077883,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16697819314641746
excale_3,0.028037383177570093,0.022118380062305296,0.0573208722741433,0.04236760124610592,0.017445482866043614,0.005919003115264798,0.010280373831775701,0.001869158878504673,0.0009345794392523365,0.0006230529595015577,0.00529595015576324,0.0,0.0012461059190031153,0.00031152647975077883,0.0,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1940809968847352
excale_4,0.04361370716510903,0.037694704049844235,0.09003115264797508,0.05763239875389408,0.019626168224299065,0.00809968847352025,0.014953271028037384,0.001869158878504673,0.001869158878504673,0.003426791277258567,0.004672897196261682,0.0009345794392523365,0.0024922118380062306,0.00031152647975077883,0.0009345794392523365,0.0,0.00031152647975077883,0.00031152647975077883,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28909657320872273
excale_5,0.013084112149532711,0.010903426791277258,0.04548286604361371,0.022429906542056073,0.008411214953271028,0.003738317757009346,0.005919003115264798,0.0012461059190031153,0.0,0.00031152647975077883,0.004984423676012461,0.0,0.0009345794392523365,0.001557632398753894,0.0006230529595015577,0.0,0.0006230529595015577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.1205607476635514
excale_6,0.01557632398753894,0.01806853582554517,0.029283489096573207,0.017133956386292833,0.006230529595015576,0.004049844236760125,0.003115264797507788,0.00031152647975077883,0.0,0.0009345794392523365,0.003115264797507788,0.0,0.00031152647975077883,0.0,0.0006230529595015577,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.00031152647975077883,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.1
excale_7,0.01277258566978193,0.009034267912772585,0.024299065420560748,0.0161993769470405,0.004984423676012461,0.004049844236760125,0.002803738317757009,0.001869158878504673,0.0006230529595015577,0.0,0.0021806853582554517,0.0006230529595015577,0.0006230529595015577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031152647975077883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08037383177570094
Total,0.8605309434800803,0.5600984643157975,0.588378105871939,0.3257831111724903,0.19960877464612306,0.07977609773982633,0.059578209286804636,0.03652684895736351,0.06592964659054017,0.046249053873780276,0.037817912177343094,0.015150529588305359,0.013260834406997072,0.017571892663960902,0.0170092932695858,0.012062167412547845,0.00913319286186951,0.006109322240371817,0.006400894644389068,0.005058173884390747,0.0038835080656641993,0.004370038032703494,0.004578592463368198,0.001770224818551956,0.0038080299762542754,0.003673525978358692,0.003236463041295755,0.0014991978281941106,0.001239157372986369,0.0012281708378362652,0.0010511483559810697,0.0003540449637103912,0.0006140854189181327,0.0003540449637103912,0.0003540449637103912,0.0003540449637103912,0.0003540449637103912,0.0003540449637103912,0.0004885489616059744,0.0008741258741258741,0.0003540449637103912,0.0001770224818551956,0.0001770224818551956,0.0001770224818551956,0.0001770224818551956,0.0001770224818551956,0.0001770224818551956,0.00031152647975077883,0.00031152647975077883,0.00043706293706293706,0.00043706293706293706,0.00043706293706293706,0.0001770224818551956,2.9999999999999996
